Results of parsing:
ID	nyskol	SK1X	%	SK2X	%	SK3X	%	SK4X	%	SK5X	%	SK6X	%	SK7X	%	SK10X	%	
673	474	2	10.53	4	21.05	0	0	0	0	0	0	7	36.84	3	15.79	1	5.26	
674	474	0	0	2	10.53	0	0	9	47.37	0	0	1	5.26	2	10.53	0	0	
675	474	5	26.32	0	0	1	5.26	3	15.79	0	0	0	0	0	0	0	0	
676	474	1	5.26	0	0	0	0	1	5.26	0	0	0	0	0	0	0	0	
677	474	2	10.53	0	0	0	0	0	0	0	0	1	5.26	2	10.53	0	0	
678	474	0	0	6	31.58	0	0	0	0	1	5.26	7	36.84	6	31.58	0	0	
679	474	5	26.32	0	0	0	0	6	31.58	0	0	0	0	0	0	0	0	
680	474	2	10.53	0	0	10	52.63	0	0	9	47.37	0	0	0	0	10	52.63	
905	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
681	475	1	4.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
682	475	2	8.33	0	0	0	0	7	29.17	0	0	0	0	0	0	0	0	
683	475	0	0	0	0	1	4.17	0	0	0	0	0	0	0	0	0	0	
684	475	0	0	2	8.33	0	0	0	0	0	0	0	0	0	0	0	0	
685	475	0	0	0	0	1	4.17	0	0	0	0	0	0	0	0	0	0	
686	475	2	8.33	2	8.33	0	0	0	0	0	0	2	8.33	1	4.17	0	0	
687	475	2	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
688	475	0	0	0	0	2	8.33	0	0	1	4.17	0	0	0	0	0	0	
689	475	0	0	1	4.17	0	0	0	0	0	0	0	0	0	0	1	4.17	
690	475	1	4.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
691	475	0	0	0	0	0	0	0	0	0	0	0	0	1	4.17	0	0	
692	475	1	4.17	1	4.17	0	0	0	0	1	4.17	1	4.17	6	25.00	0	0	
693	475	0	0	0	0	0	0	0	0	1	4.17	0	0	0	0	4	16.67	
694	475	2	8.33	0	0	1	4.17	0	0	0	0	2	8.33	0	0	2	8.33	
695	475	0	0	0	0	1	4.17	0	0	0	0	0	0	0	0	1	4.17	
696	475	2	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
697	475	2	8.33	0	0	0	0	6	25.00	0	0	0	0	0	0	0	0	
698	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
699	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
700	475	0	0	0	0	1	4.17	0	0	0	0	0	0	1	4.17	0	0	
701	475	0	0	0	0	0	0	0	0	0	0	2	8.33	1	4.17	0	0	
702	475	3	12.50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
703	475	0	0	0	0	0	0	0	0	0	0	0	0	1	4.17	0	0	
899	475	0	0	0	0	0	0	0	0	0	0	1	4.17	0	0	0	0	
909	475	1	4.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
704	481	1	5.26	7	36.84	0	0	1	5.26	0	0	5	26.32	1	5.26	0	0	
705	481	0	0	9	47.37	0	0	0	0	0	0	6	31.58	1	5.26	0	0	
706	481	0	0	0	0	0	0	1	5.26	0	0	0	0	0	0	0	0	
707	481	3	15.79	0	0	1	5.26	0	0	0	0	2	10.53	1	5.26	1	5.26	
708	481	6	31.58	0	0	0	0	1	5.26	0	0	0	0	0	0	0	0	
709	481	0	0	0	0	2	10.53	0	0	0	0	0	0	0	0	1	5.26	
710	481	0	0	1	5.26	0	0	2	10.53	0	0	0	0	1	5.26	0	0	
711	481	3	15.79	0	0	0	0	1	5.26	2	10.53	0	0	2	10.53	0	0	
712	481	8	42.11	0	0	1	5.26	9	47.37	4	21.05	0	0	0	0	0	0	
713	481	1	5.26	0	0	1	5.26	0	0	0	0	0	0	0	0	2	10.53	
714	481	1	5.26	0	0	1	5.26	0	0	0	0	0	0	0	0	1	5.26	
715	481	2	10.53	0	0	1	5.26	2	10.53	0	0	0	0	0	0	0	0	
716	481	0	0	0	0	2	10.53	0	0	0	0	1	5.26	2	10.53	5	26.32	
717	481	1	5.26	5	26.32	0	0	0	0	0	0	1	5.26	2	10.53	1	5.26	
718	481	0	0	1	5.26	0	0	1	5.26	0	0	0	0	0	0	0	0	
719	481	0	0	0	0	0	0	0	0	0	0	0	0	1	5.26	0	0	
720	481	3	15.79	0	0	2	10.53	3	15.79	4	21.05	2	10.53	0	0	0	0	
721	481	0	0	0	0	2	10.53	0	0	0	0	0	0	0	0	1	5.26	
722	481	1	5.26	1	5.26	0	0	3	15.79	0	0	0	0	7	36.84	0	0	
895	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
723	482	0	0	2	11.76	1	5.88	0	0	1	5.88	2	11.76	7	41.18	0	0	
724	482	0	0	1	5.88	2	11.76	0	0	1	5.88	0	0	1	5.88	1	5.88	
725	482	0	0	0	0	5	29.41	0	0	12	70.59	0	0	0	0	7	41.18	
726	482	1	5.88	0	0	3	17.65	0	0	1	5.88	0	0	0	0	3	17.65	
727	482	3	17.65	1	5.88	0	0	2	11.76	0	0	0	0	10	58.82	0	0	
728	482	1	5.88	11	64.71	0	0	0	0	0	0	6	35.29	2	11.76	1	5.88	
729	482	2	11.76	0	0	1	5.88	0	0	0	0	0	0	0	0	1	5.88	
730	482	2	11.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
731	482	4	23.53	1	5.88	5	29.41	0	0	4	23.53	0	0	0	0	6	35.29	
732		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
733	482	2	11.76	2	11.76	0	0	3	17.65	0	0	2	11.76	0	0	0	0	
734	482	2	11.76	0	0	0	0	2	11.76	0	0	0	0	2	11.76	0	0	
735	482	8	47.06	1	5.88	1	5.88	9	52.94	0	0	0	0	0	0	0	0	
736	482	1	5.88	0	0	1	5.88	0	0	1	5.88	1	5.88	1	5.88	4	23.53	
737	482	3	17.65	0	0	2	11.76	5	29.41	0	0	0	0	0	0	0	0	
738	482	0	0	5	29.41	0	0	0	0	2	11.76	5	29.41	1	5.88	0	0	
739	482	2	11.76	1	5.88	0	0	1	5.88	0	0	2	11.76	2	11.76	0	0	
740		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
741	482	3	17.65	0	0	1	5.88	2	11.76	0	0	0	0	0	0	1	5.88	
914	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
742	483	0	0	1	5.56	0	0	1	5.56	0	0	0	0	3	16.67	0	0	
743	483	0	0	0	0	8	44.44	1	5.56	1	5.56	0	0	0	0	6	33.33	
744	483	0	0	5	27.78	0	0	7	38.89	2	11.11	1	5.56	0	0	0	0	
745	483	1	5.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
746	483	1	5.56	0	0	10	55.56	0	0	2	11.11	0	0	0	0	8	44.44	
747	483	0	0	0	0	2	11.11	1	5.56	2	11.11	0	0	0	0	6	33.33	
748	483	2	11.11	0	0	0	0	0	0	1	5.56	6	33.33	2	11.11	0	0	
749	483	1	5.56	3	16.67	0	0	0	0	0	0	1	5.56	4	22.22	0	0	
750	483	2	11.11	0	0	0	0	0	0	0	0	1	5.56	1	5.56	0	0	
751	483	0	0	1	5.56	0	0	0	0	0	0	0	0	0	0	0	0	
752	483	0	0	1	5.56	0	0	0	0	0	0	3	16.67	3	16.67	0	0	
753	483	0	0	4	22.22	0	0	0	0	0	0	4	22.22	0	0	0	0	
754	483	7	38.89	0	0	0	0	3	16.67	3	16.67	0	0	0	0	0	0	
755	483	3	16.67	0	0	0	0	2	11.11	0	0	1	5.56	0	0	0	0	
756	483	1	5.56	0	0	1	5.56	0	0	1	5.56	0	0	0	0	0	0	
757	483	1	5.56	1	5.56	0	0	1	5.56	1	5.56	0	0	0	0	0	0	
758	483	0	0	2	11.11	0	0	3	16.67	0	0	0	0	0	0	1	5.56	
759	483	4	22.22	0	0	0	0	2	11.11	0	0	1	5.56	1	5.56	0	0	
900	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
760	484	2	9.09	1	4.55	0	0	1	4.55	0	0	0	0	1	4.55	1	4.55	
761	484	1	4.55	1	4.55	1	4.55	1	4.55	1	4.55	3	13.64	1	4.55	1	4.55	
762	484	0	0	0	0	0	0	0	0	0	0	0	0	1	4.55	0	0	
763	484	1	4.55	3	13.64	1	4.55	1	4.55	1	4.55	1	4.55	4	18.18	1	4.55	
764	484	2	9.09	1	4.55	5	22.73	1	4.55	1	4.55	1	4.55	1	4.55	5	22.73	
765	484	4	18.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
766	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767	484	0	0	0	0	8	36.36	0	0	6	27.27	0	0	0	0	5	22.73	
768	484	1	4.55	1	4.55	1	4.55	1	4.55	1	4.55	1	4.55	1	4.55	1	4.55	
769	484	4	18.18	0	0	2	9.09	7	31.82	0	0	0	0	0	0	0	0	
770	484	0	0	1	4.55	0	0	0	0	0	0	2	9.09	0	0	3	13.64	
771	484	1	4.55	1	4.55	0	0	0	0	0	0	0	0	0	0	1	4.55	
772	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
773	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
774	484	0	0	3	13.64	0	0	0	0	0	0	2	9.09	3	13.64	0	0	
775	484	1	4.55	1	4.55	0	0	0	0	0	0	3	13.64	0	0	0	0	
776	484	1	4.55	0	0	0	0	7	31.82	0	0	0	0	0	0	0	0	
777	484	4	18.18	0	0	0	0	1	4.55	0	0	0	0	0	0	0	0	
778	484	0	0	1	4.55	0	0	2	9.09	0	0	0	0	0	0	0	0	
897	484	1	4.55	0	0	1	4.55	1	4.55	0	0	0	0	0	0	0	0	
903	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
904	484	1	4.55	0	0	0	0	1	4.55	1	4.55	0	0	0	0	1	4.55	
908	484	2	9.09	0	0	0	0	0	0	0	0	1	4.55	0	0	0	0	
779	485	2	14.29	1	7.14	0	0	2	14.29	0	0	0	0	0	0	2	14.29	
780	485	1	7.14	1	7.14	2	14.29	1	7.14	0	0	3	21.43	1	7.14	1	7.14	
781	485	3	21.43	0	0	0	0	2	14.29	0	0	0	0	0	0	1	7.14	
782		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
783	485	0	0	0	0	1	7.14	0	0	0	0	0	0	0	0	0	0	
784	485	4	28.57	0	0	0	0	1	7.14	0	0	0	0	1	7.14	0	0	
785	485	2	14.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
786	485	0	0	4	28.57	0	0	0	0	1	7.14	1	7.14	1	7.14	0	0	
787	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
788	485	2	14.29	1	7.14	0	0	5	35.71	0	0	0	0	1	7.14	0	0	
789	485	0	0	0	0	0	0	1	7.14	0	0	2	14.29	0	0	1	7.14	
790	485	0	0	0	0	1	7.14	0	0	0	0	0	0	0	0	1	7.14	
791	485	1	7.14	3	21.43	0	0	1	7.14	1	7.14	2	14.29	1	7.14	0	0	
792		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
793	485	1	7.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
794	485	1	7.14	1	7.14	0	0	1	7.14	0	0	1	7.14	5	35.71	1	7.14	
795	485	3	21.43	1	7.14	3	21.43	2	14.29	1	7.14	1	7.14	0	0	0	0	
797	491	3	25.00	0	0	0	0	1	8.33	0	0	0	0	1	8.33	2	16.67	
798	491	8	66.67	0	0	0	0	2	16.67	0	0	0	0	0	0	0	0	
800	491	1	8.33	1	8.33	0	0	1	8.33	0	0	3	25.00	0	0	0	0	
801		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
802	491	0	0	0	0	0	0	0	0	0	0	1	8.33	0	0	1	8.33	
803	491	0	0	0	0	4	33.33	0	0	1	8.33	0	0	0	0	4	33.33	
804	491	0	0	1	8.33	7	58.33	0	0	8	66.67	0	0	0	0	6	50.00	
805	491	0	0	0	0	0	0	2	16.67	0	0	0	0	1	8.33	0	0	
806	491	2	16.67	0	0	0	0	7	58.33	1	8.33	0	0	0	0	0	0	
807	491	3	25.00	0	0	0	0	1	8.33	0	0	0	0	1	8.33	0	0	
808	491	0	0	0	0	0	0	0	0	0	0	0	0	3	25.00	0	0	
809		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
810	491	4	33.33	0	0	1	8.33	1	8.33	0	0	0	0	0	0	0	0	
811		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
813		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
814	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
815	491	0	0	1	8.33	0	0	0	0	1	8.33	4	33.33	1	8.33	0	0	
816	492	1	6.67	2	13.33	2	13.33	0	0	0	0	2	13.33	1	6.67	5	33.33	
817	492	0	0	2	13.33	0	0	0	0	1	6.67	3	20.00	2	13.33	1	6.67	
818	492	1	6.67	0	0	0	0	0	0	2	13.33	0	0	0	0	1	6.67	
819	492	0	0	3	20.00	1	6.67	7	46.67	0	0	0	0	1	6.67	0	0	
820	492	7	46.67	0	0	10	66.67	0	0	0	0	0	0	0	0	2	13.33	
821	492	0	0	0	0	5	33.33	0	0	2	13.33	1	6.67	0	0	8	53.33	
822	492	0	0	1	6.67	0	0	0	0	0	0	2	13.33	3	20.00	1	6.67	
823	492	4	26.67	0	0	0	0	1	6.67	1	6.67	0	0	0	0	2	13.33	
824	492	2	13.33	0	0	0	0	0	0	0	0	1	6.67	0	0	0	0	
825	492	2	13.33	0	0	1	6.67	1	6.67	5	33.33	2	13.33	0	0	0	0	
826	492	0	0	0	0	0	0	0	0	0	0	2	13.33	1	6.67	0	0	
827	492	0	0	4	26.67	0	0	0	0	0	0	1	6.67	1	6.67	2	13.33	
828	492	2	13.33	0	0	0	0	3	20.00	1	6.67	4	26.67	1	6.67	1	6.67	
829	492	5	33.33	0	0	0	0	4	26.67	0	0	0	0	1	6.67	0	0	
830	492	1	6.67	0	0	0	0	4	26.67	1	6.67	0	0	1	6.67	0	0	
831	492	4	26.67	0	0	0	0	3	20.00	0	0	1	6.67	0	0	2	13.33	
832	493	0	0	2	15.38	0	0	0	0	0	0	1	7.69	0	0	0	0	
833	493	0	0	0	0	1	7.69	0	0	1	7.69	0	0	0	0	0	0	
835		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
836	493	1	7.69	0	0	0	0	0	0	2	15.38	0	0	1	7.69	1	7.69	
838	493	10	76.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
840	493	0	0	0	0	0	0	3	23.08	0	0	1	7.69	0	0	0	0	
842	493	1	7.69	0	0	0	0	2	15.38	2	15.38	0	0	0	0	0	0	
843	493	0	0	0	0	0	0	0	0	0	0	1	7.69	4	30.77	0	0	
844	493	0	0	0	0	3	23.08	1	7.69	3	23.08	0	0	1	7.69	4	30.77	
846	493	0	0	0	0	0	0	0	0	0	0	0	0	1	7.69	0	0	
847	493	0	0	0	0	0	0	9	69.23	0	0	1	7.69	0	0	0	0	
848	493	9	69.23	0	0	0	0	2	15.38	0	0	0	0	0	0	0	0	
849	493	1	7.69	0	0	0	0	2	15.38	0	0	0	0	0	0	2	15.38	
850	493	0	0	0	0	0	0	0	0	0	0	1	7.69	2	15.38	3	23.08	
912	493	0	0	2	15.38	0	0	0	0	0	0	0	0	1	7.69	0	0	
852	494	3	25.00	0	0	0	0	1	8.33	0	0	0	0	0	0	0	0	
853	494	0	0	0	0	0	0	1	8.33	0	0	3	25.00	0	0	0	0	
854	494	0	0	2	16.67	0	0	0	0	0	0	1	8.33	2	16.67	0	0	
856		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
857	494	1	8.33	0	0	1	8.33	0	0	0	0	0	0	0	0	1	8.33	
858	494	1	8.33	0	0	0	0	3	25.00	0	0	0	0	0	0	0	0	
859	494	3	25.00	1	8.33	1	8.33	1	8.33	1	8.33	0	0	0	0	0	0	
860	494	2	16.67	1	8.33	1	8.33	1	8.33	1	8.33	0	0	0	0	0	0	
861	494	5	41.67	0	0	0	0	2	16.67	0	0	0	0	0	0	0	0	
862		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
863	494	0	0	0	0	1	8.33	0	0	0	0	0	0	0	0	1	8.33	
866	494	4	33.33	0	0	0	0	4	33.33	0	0	0	0	0	0	0	0	
867	494	0	0	0	0	1	8.33	0	0	0	0	0	0	3	25.00	2	16.67	
868	494	1	8.33	3	25.00	0	0	2	16.67	0	0	2	16.67	5	41.67	0	0	
869	494	0	0	0	0	0	0	0	0	1	8.33	0	0	1	8.33	1	8.33	
870	495	0	0	0	0	0	0	0	0	0	0	1	5.00	1	5.00	0	0	
871	495	1	5.00	6	30.00	0	0	0	0	0	0	1	5.00	0	0	1	5.00	
872	495	0	0	2	10.00	1	5.00	0	0	0	0	0	0	5	25.00	0	0	
873	495	0	0	2	10.00	0	0	0	0	0	0	4	20.00	2	10.00	0	0	
874	495	5	25.00	0	0	1	5.00	5	25.00	0	0	1	5.00	0	0	0	0	
875	495	0	0	3	15.00	0	0	0	0	0	0	2	10.00	1	5.00	0	0	
876	495	2	10.00	0	0	0	0	0	0	0	0	0	0	0	0	1	5.00	
877	495	0	0	7	35.00	0	0	0	0	0	0	1	5.00	0	0	2	10.00	
878		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
		28	200.00	28	200.00	28	200.00	28	200.00	28	200.00	28	200.00	28	200.00	28	200.00	
880	495	3	15.00	0	0	10	50.00	0	0	9	45.00	0	0	0	0	4	20.00	
881	495	2	10.00	0	0	0	0	1	5.00	0	0	1	5.00	0	0	0	0	
882	495	3	15.00	0	0	0	0	6	30.00	0	0	0	0	0	0	0	0	
883	495	2	10.00	0	0	0	0	0	0	0	0	0	0	1	5.00	0	0	
884	495	1	5.00	1	5.00	0	0	1	5.00	0	0	2	10.00	5	25.00	0	0	
885	495	0	0	2	10.00	2	10.00	0	0	0	0	1	5.00	1	5.00	1	5.00	
886	495	2	10.00	0	0	0	0	0	0	1	5.00	0	0	2	10.00	3	15.00	
887	495	2	10.00	1	5.00	0	0	2	10.00	1	5.00	0	0	1	5.00	3	15.00	
888	495	0	0	0	0	0	0	0	0	3	15.00	1	5.00	0	0	0	0	
889	495	4	20.00	0	0	0	0	11	55.00	0	0	2	10.00	0	0	0	0	
890	495	1	5.00	1	5.00	0	0	0	0	0	0	1	5.00	0	0	0	0	
891	495	5	25.00	0	0	7	35.00	0	0	6	30.00	0	0	0	0	7	35.00	
911	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1145	571	0	0	0	0	0	0	0	0	0	0	1	4.17	0	0	0	0	
1146	571	1	4.17	0	0	0	0	1	4.17	0	0	0	0	0	0	0	0	
1147	571	2	8.33	0	0	0	0	0	0	0	0	0	0	0	0	1	4.17	
1148	571	1	4.17	0	0	0	0	5	20.83	0	0	0	0	0	0	0	0	
1149	571	2	8.33	0	0	0	0	0	0	0	0	1	4.17	0	0	0	0	
1150	571	2	8.33	0	0	0	0	5	20.83	0	0	0	0	1	4.17	0	0	
1151	571	0	0	8	33.33	0	0	1	4.17	3	12.50	6	25.00	9	37.50	1	4.17	
1152	571	0	0	1	4.17	1	4.17	0	0	1	4.17	0	0	0	0	0	0	
1153	571	0	0	1	4.17	0	0	0	0	2	8.33	3	12.50	0	0	0	0	
1154	571	0	0	1	4.17	0	0	0	0	0	0	1	4.17	1	4.17	0	0	
1155		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1156	571	1	4.17	0	0	0	0	1	4.17	0	0	1	4.17	0	0	0	0	
1157	571	2	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1158	571	6	25.00	1	4.17	0	0	4	16.67	0	0	0	0	0	0	0	0	
1159	571	2	8.33	0	0	0	0	0	0	0	0	0	0	2	8.33	0	0	
1160	571	3	12.50	0	0	0	0	6	25.00	0	0	0	0	0	0	0	0	
1161	571	7	29.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1162	571	1	4.17	0	0	0	0	1	4.17	0	0	0	0	8	33.33	0	0	
1163	571	1	4.17	0	0	8	33.33	0	0	3	12.50	0	0	0	0	11	45.83	
1164	571	1	4.17	0	0	10	41.67	1	4.17	4	16.67	0	0	0	0	9	37.50	
1165	571	3	12.50	0	0	0	0	4	16.67	0	0	0	0	0	0	0	0	
1166	571	1	4.17	2	8.33	0	0	1	4.17	0	0	1	4.17	0	0	2	8.33	
1167	571	0	0	0	0	7	29.17	0	0	5	20.83	0	0	0	0	3	12.50	
1168	571	3	12.50	0	0	0	0	6	25.00	1	4.17	0	0	0	0	0	0	
1169	571	1	4.17	0	0	2	8.33	0	0	1	4.17	0	0	0	0	1	4.17	
1170	571	0	0	6	25.00	0	0	0	0	0	0	6	25.00	2	8.33	0	0	
1171	572	6	25.00	0	0	0	0	3	12.50	0	0	0	0	0	0	0	0	
1172	572	2	8.33	0	0	1	4.17	1	4.17	0	0	1	4.17	1	4.17	0	0	
1173	572	0	0	5	20.83	1	4.17	0	0	1	4.17	6	25.00	5	20.83	0	0	
1174	572	0	0	2	8.33	0	0	0	0	0	0	0	0	0	0	0	0	
1175	572	0	0	0	0	1	4.17	0	0	0	0	0	0	0	0	0	0	
1176	572	4	16.67	0	0	1	4.17	1	4.17	0	0	0	0	0	0	1	4.17	
1177	572	1	4.17	0	0	6	25.00	1	4.17	1	4.17	0	0	0	0	1	4.17	
1178	572	2	8.33	1	4.17	0	0	0	0	0	0	1	4.17	0	0	1	4.17	
1179	572	0	0	0	0	1	4.17	1	4.17	3	12.50	0	0	0	0	1	4.17	
1180	572	0	0	1	4.17	0	0	0	0	0	0	0	0	2	8.33	1	4.17	
1181	572	3	12.50	1	4.17	1	4.17	2	8.33	4	16.67	0	0	0	0	0	0	
1182	572	3	12.50	1	4.17	0	0	1	4.17	0	0	0	0	0	0	0	0	
1183	572	1	4.17	0	0	0	0	2	8.33	0	0	4	16.67	2	8.33	2	8.33	
1184	572	6	25.00	0	0	0	0	9	37.50	0	0	0	0	0	0	0	0	
1185	572	0	0	0	0	0	0	0	0	0	0	2	8.33	2	8.33	0	0	
1186	572	4	16.67	0	0	0	0	1	4.17	0	0	0	0	2	8.33	0	0	
1187	572	1	4.17	1	4.17	0	0	1	4.17	0	0	0	0	5	20.83	0	0	
1188	572	0	0	0	0	0	0	0	0	0	0	1	4.17	0	0	0	0	
1189	572	0	0	1	4.17	0	0	0	0	0	0	4	16.67	1	4.17	0	0	
1190	572	0	0	4	16.67	0	0	0	0	0	0	3	12.50	0	0	1	4.17	
1191	572	4	16.67	0	0	0	0	2	8.33	0	0	0	0	0	0	1	4.17	
1192	572	2	8.33	0	0	0	0	1	4.17	0	0	0	0	2	8.33	2	8.33	
1193	572	3	12.50	0	0	2	8.33	1	4.17	0	0	1	4.17	0	0	2	8.33	
1194	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1195	572	3	12.50	0	0	0	0	9	37.50	0	0	0	0	0	0	0	0	
1196	573	2	8.00	2	8.00	0	0	0	0	2	8.00	3	12.00	0	0	0	0	
1197	573	1	4.00	3	12.00	0	0	0	0	0	0	1	4.00	5	20.00	0	0	
1198	573	7	28.00	0	0	1	4.00	2	8.00	0	0	0	0	0	0	1	4.00	
1199	573	6	24.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1200	573	2	8.00	0	0	4	16.00	0	0	1	4.00	0	0	0	0	1	4.00	
1201	573	1	4.00	0	0	0	0	14	56.00	0	0	0	0	0	0	0	0	
1202	573	0	0	0	0	0	0	3	12.00	0	0	5	20.00	0	0	0	0	
1203	573	0	0	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
1204	573	1	4.00	0	0	0	0	2	8.00	0	0	0	0	0	0	4	16.00	
1205	573	0	0	1	4.00	1	4.00	1	4.00	0	0	1	4.00	0	0	2	8.00	
1206	573	3	12.00	0	0	1	4.00	0	0	0	0	0	0	0	0	0	0	
1207	573	3	12.00	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
1208	573	1	4.00	0	0	3	12.00	1	4.00	3	12.00	1	4.00	0	0	1	4.00	
1209	573	1	4.00	0	0	0	0	4	16.00	0	0	0	0	0	0	0	0	
1210	573	1	4.00	1	4.00	0	0	2	8.00	0	0	1	4.00	3	12.00	0	0	
1211	573	3	12.00	0	0	1	4.00	1	4.00	0	0	0	0	0	0	5	20.00	
1212	573	2	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1213	573	0	0	16	64.00	0	0	0	0	1	4.00	7	28.00	16	64.00	0	0	
1214	573	0	0	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
1215	573	0	0	4	16.00	0	0	2	8.00	3	12.00	3	12.00	6	24.00	0	0	
1216	573	1	4.00	0	0	3	12.00	1	4.00	0	0	1	4.00	0	0	1	4.00	
1217	573	3	12.00	0	0	4	16.00	0	0	0	0	0	0	0	0	5	20.00	
1218	573	0	0	2	8.00	0	0	1	4.00	0	0	2	8.00	1	4.00	0	0	
1219	573	4	16.00	1	4.00	0	0	5	20.00	0	0	1	4.00	0	0	0	0	
1220	573	4	16.00	0	0	2	8.00	0	0	0	0	0	0	0	0	4	16.00	
1221	573	4	16.00	0	0	0	0	0	0	0	0	0	0	1	4.00	3	12.00	
1222	581	1	3.85	0	0	3	11.54	0	0	0	0	0	0	0	0	0	0	
1223	581	0	0	1	3.85	9	34.62	0	0	11	42.31	2	7.69	0	0	8	30.77	
1224	581	1	3.85	4	15.38	1	3.85	0	0	0	0	9	34.62	9	34.62	2	7.69	
1225	581	1	3.85	0	0	3	11.54	8	30.77	0	0	0	0	0	0	1	3.85	
1226	581	0	0	1	3.85	0	0	0	0	1	3.85	0	0	8	30.77	0	0	
1227	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1228	581	1	3.85	3	11.54	0	0	2	7.69	1	3.85	5	19.23	1	3.85	1	3.85	
1229	581	2	7.69	0	0	4	15.38	1	3.85	0	0	0	0	0	0	0	0	
1230	581	4	15.38	3	11.54	0	0	2	7.69	0	0	1	3.85	2	7.69	0	0	
1231	581	4	15.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1232	581	2	7.69	0	0	0	0	3	11.54	0	0	1	3.85	2	7.69	0	0	
1233	581	1	3.85	1	3.85	0	0	0	0	0	0	0	0	0	0	1	3.85	
1234	581	1	3.85	0	0	1	3.85	0	0	1	3.85	0	0	0	0	3	11.54	
1235	581	0	0	6	23.08	2	7.69	0	0	9	34.62	7	26.92	3	11.54	3	11.54	
1236	581	0	0	7	26.92	0	0	1	3.85	1	3.85	2	7.69	4	15.38	0	0	
1237	581	4	15.38	0	0	0	0	1	3.85	0	0	1	3.85	4	15.38	0	0	
1238	581	1	3.85	0	0	1	3.85	0	0	1	3.85	0	0	0	0	3	11.54	
1239	581	0	0	1	3.85	0	0	0	0	0	0	1	3.85	1	3.85	1	3.85	
1240	581	2	7.69	0	0	3	11.54	0	0	0	0	0	0	1	3.85	4	15.38	
1241	581	1	3.85	0	0	0	0	1	3.85	0	0	0	0	0	0	0	0	
1242	581	7	26.92	0	0	0	0	3	11.54	0	0	0	0	0	0	1	3.85	
1243	581	0	0	6	23.08	0	0	0	0	1	3.85	6	23.08	1	3.85	2	7.69	
1244	581	5	19.23	1	3.85	0	0	0	0	0	0	2	7.69	0	0	1	3.85	
1245	581	1	3.85	0	0	7	26.92	0	0	6	23.08	0	0	0	0	4	15.38	
1246	581	6	23.08	0	0	0	0	18	69.23	0	0	0	0	0	0	0	0	
1247	581	0	0	2	7.69	0	0	4	15.38	0	0	0	0	0	0	0	0	
