Results of parsing:
ID	nyskol	SK1X	%	SK2X	%	SK3X	%	SK4X	%	SK5X	%	SK6X	%	SK7X	%	SK10X	%	
322	291	0	0	0	0	0	0	0	0	0	0	2	9.52	0	0	0	0	
323	291	0	0	0	0	0	0	0	0	5	23.81	0	0	0	0	0	0	
324	291	13	61.90	0	0	0	0	11	52.38	0	0	0	0	0	0	0	0	
325	291	1	4.76	2	9.52	0	0	0	0	0	0	2	9.52	1	4.76	1	4.76	
326	291	0	0	0	0	7	33.33	0	0	2	9.52	0	0	0	0	4	19.05	
327	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
328	291	2	9.52	0	0	0	0	1	4.76	0	0	0	0	0	0	0	0	
329	291	1	4.76	3	14.29	0	0	1	4.76	0	0	0	0	1	4.76	1	4.76	
330	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.76	
331	292	0	0	0	0	1	3.70	0	0	1	3.70	0	0	0	0	2	7.41	
332	292	3	11.11	0	0	0	0	3	11.11	0	0	0	0	1	3.70	0	0	
333	292	2	7.41	0	0	0	0	0	0	1	3.70	0	0	0	0	1	3.70	
334	292	0	0	0	0	1	3.70	0	0	0	0	0	0	0	0	2	7.41	
335	292	0	0	0	0	0	0	0	0	5	18.52	6	22.22	0	0	0	0	
336	292	3	11.11	0	0	0	0	11	40.74	0	0	0	0	0	0	0	0	
337	292	2	7.41	0	0	1	3.70	2	7.41	3	11.11	0	0	0	0	0	0	
338	292	11	40.74	0	0	0	0	0	0	0	0	0	0	4	14.81	0	0	
339	292	7	25.93	0	0	1	3.70	7	25.93	0	0	0	0	1	3.70	0	0	
340	292	3	11.11	0	0	0	0	12	44.44	0	0	0	0	2	7.41	0	0	
341	292	0	0	0	0	0	0	0	0	1	3.70	0	0	0	0	1	3.70	
342	292	0	0	0	0	0	0	0	0	0	0	0	0	1	3.70	4	14.81	
343	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
344	292	0	0	0	0	15	55.56	0	0	11	40.74	0	0	0	0	14	51.85	
345	292	0	0	16	59.26	0	0	0	0	0	0	8	29.63	6	22.22	0	0	
346	292	0	0	4	14.81	0	0	0	0	1	3.70	4	14.81	0	0	0	0	
347	292	6	22.22	0	0	5	18.52	0	0	1	3.70	0	0	0	0	6	22.22	
348	292	0	0	0	0	0	0	0	0	0	0	1	3.70	0	0	0	0	
349	292	0	0	0	0	0	0	0	0	0	0	1	3.70	0	0	0	0	
350	292	0	0	19	70.37	0	0	0	0	0	0	8	29.63	12	44.44	0	0	
351	292	2	7.41	0	0	1	3.70	5	18.52	0	0	0	0	2	7.41	0	0	
352	292	1	3.70	0	0	0	0	0	0	0	0	6	22.22	3	11.11	0	0	
353	292	1	3.70	0	0	14	51.85	0	0	11	40.74	0	0	0	0	10	37.04	
381	292	3	11.11	2	7.41	0	0	2	7.41	0	0	0	0	0	0	0	0	
386	292	0	0	1	3.70	0	0	1	3.70	2	7.41	2	7.41	2	7.41	0	0	
388	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393	292	0	0	0	0	0	0	1	3.70	0	0	0	0	1	3.70	0	0	
396	292	1	3.70	0	0	0	0	1	3.70	0	0	0	0	0	0	1	3.70	
354	293	1	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
355	293	3	12.00	1	4.00	3	12.00	0	0	0	0	1	4.00	1	4.00	0	0	
356	293	1	4.00	13	52.00	0	0	0	0	0	0	5	20.00	14	56.00	0	0	
357	293	1	4.00	0	0	0	0	3	12.00	0	0	1	4.00	2	8.00	1	4.00	
358	293	1	4.00	3	12.00	1	4.00	1	4.00	0	0	2	8.00	0	0	0	0	
359	293	0	0	2	8.00	0	0	0	0	2	8.00	3	12.00	1	4.00	0	0	
360	293	4	16.00	0	0	7	28.00	2	8.00	6	24.00	0	0	0	0	5	20.00	
361	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
362	293	0	0	0	0	0	0	0	0	1	4.00	1	4.00	0	0	0	0	
363	293	2	8.00	0	0	1	4.00	0	0	0	0	0	0	1	4.00	2	8.00	
364	293	2	8.00	1	4.00	0	0	6	24.00	0	0	1	4.00	0	0	3	12.00	
365	293	2	8.00	3	12.00	0	0	1	4.00	0	0	1	4.00	5	20.00	0	0	
366	293	0	0	0	0	0	0	7	28.00	0	0	0	0	0	0	0	0	
367	293	3	12.00	1	4.00	0	0	1	4.00	1	4.00	5	20.00	2	8.00	0	0	
368	293	1	4.00	9	36.00	0	0	1	4.00	0	0	7	28.00	6	24.00	0	0	
369	293	1	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
370	293	0	0	3	12.00	0	0	0	0	0	0	2	8.00	0	0	0	0	
371	293	7	28.00	0	0	0	0	8	32.00	0	0	0	0	1	4.00	1	4.00	
372	293	0	0	1	4.00	1	4.00	0	0	1	4.00	0	0	0	0	2	8.00	
373	293	0	0	0	0	0	0	0	0	0	0	1	4.00	0	0	0	0	
374	293	0	0	0	0	2	8.00	0	0	0	0	3	12.00	0	0	6	24.00	
375	293	0	0	1	4.00	1	4.00	1	4.00	0	0	1	4.00	0	0	1	4.00	
376	293	0	0	0	0	2	8.00	3	12.00	5	20.00	0	0	0	0	0	0	
377	293	8	32.00	0	0	0	0	0	0	0	0	0	0	1	4.00	0	0	
378	293	4	16.00	0	0	3	12.00	3	12.00	1	4.00	0	0	0	0	4	16.00	
379	293	0	0	0	0	8	32.00	0	0	11	44.00	0	0	0	0	7	28.00	
401	371	0	0	0	0	3	12.00	0	0	1	4.00	1	4.00	0	0	0	0	
402	371	2	8.00	0	0	0	0	1	4.00	3	12.00	0	0	0	0	1	4.00	
403	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
404	371	2	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
405	371	2	8.00	1	4.00	1	4.00	3	12.00	0	0	0	0	0	0	0	0	
406	371	0	0	2	8.00	0	0	0	0	0	0	0	0	0	0	0	0	
407	371	0	0	0	0	0	0	0	0	2	8.00	0	0	0	0	0	0	
408	371	1	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
409	371	2	8.00	1	4.00	1	4.00	1	4.00	0	0	0	0	0	0	0	0	
410	371	2	8.00	2	8.00	0	0	3	12.00	0	0	1	4.00	0	0	2	8.00	
411	371	1	4.00	6	24.00	0	0	1	4.00	0	0	6	24.00	1	4.00	0	0	
412	371	4	16.00	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
413	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
414	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
415	371	0	0	0	0	0	0	0	0	0	0	2	8.00	0	0	0	0	
416	371	0	0	0	0	4	16.00	1	4.00	3	12.00	0	0	0	0	1	4.00	
417	371	1	4.00	0	0	0	0	0	0	2	8.00	0	0	0	0	0	0	
418	371	4	16.00	0	0	0	0	1	4.00	0	0	0	0	0	0	2	8.00	
419	371	1	4.00	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
420	371	2	8.00	0	0	1	4.00	0	0	1	4.00	0	0	0	0	1	4.00	
421	371	2	8.00	1	4.00	1	4.00	1	4.00	0	0	4	16.00	1	4.00	3	12.00	
422	371	2	8.00	0	0	0	0	2	8.00	0	0	0	0	3	12.00	0	0	
423	371	4	16.00	0	0	0	0	8	32.00	1	4.00	2	8.00	1	4.00	0	0	
424	371	2	8.00	0	0	1	4.00	0	0	0	0	0	0	0	0	2	8.00	
425	371	2	8.00	0	0	0	0	0	0	0	0	0	0	3	12.00	0	0	
442	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
426	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
428	372	1	4.00	0	0	0	0	0	0	0	0	0	0	1	4.00	0	0	
429	372	0	0	0	0	2	8.00	3	12.00	0	0	0	0	3	12.00	1	4.00	
430	372	0	0	1	4.00	0	0	0	0	0	0	1	4.00	9	36.00	0	0	
431	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432	372	1	4.00	0	0	0	0	0	0	0	0	0	0	0	0	1	4.00	
433	372	2	8.00	1	4.00	0	0	0	0	0	0	2	8.00	1	4.00	0	0	
434	372	1	4.00	0	0	0	0	0	0	0	0	0	0	1	4.00	1	4.00	
435	372	3	12.00	0	0	0	0	2	8.00	0	0	0	0	0	0	1	4.00	
436	372	0	0	0	0	13	52.00	0	0	10	40.00	0	0	0	0	5	20.00	
437	372	0	0	0	0	0	0	1	4.00	0	0	5	20.00	0	0	0	0	
438	372	2	8.00	0	0	0	0	0	0	0	0	0	0	0	0	1	4.00	
439	372	2	8.00	0	0	0	0	0	0	0	0	2	8.00	0	0	0	0	
440	372	6	24.00	0	0	0	0	6	24.00	0	0	0	0	0	0	0	0	
441	372	2	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
442	372	1	4.00	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
443	372	0	0	0	0	0	0	0	0	0	0	0	0	2	8.00	0	0	
444	372	2	8.00	0	0	0	0	14	56.00	0	0	0	0	0	0	0	0	
446	372	1	4.00	0	0	13	52.00	1	4.00	9	36.00	0	0	0	0	6	24.00	
447	372	0	0	1	4.00	0	0	1	4.00	0	0	0	0	0	0	0	0	
448	372	6	24.00	0	0	1	4.00	0	0	0	0	0	0	0	0	0	0	
449	372	1	4.00	0	0	0	0	2	8.00	0	0	1	4.00	0	0	0	0	
450	372	1	4.00	8	32.00	0	0	0	0	0	0	6	24.00	6	24.00	0	0	
451	372	1	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
452	372	0	0	6	24.00	0	0	0	0	0	0	1	4.00	5	20.00	0	0	
453	372	1	4.00	2	8.00	0	0	1	4.00	0	0	1	4.00	2	8.00	0	0	
454	373	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	0	0	
455	373	2	8.00	1	4.00	0	0	0	0	0	0	2	8.00	0	0	0	0	
456	373	4	16.00	0	0	1	4.00	0	0	0	0	0	0	0	0	0	0	
457	373	2	8.00	0	0	0	0	0	0	1	4.00	0	0	0	0	0	0	
458	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
459	373	1	4.00	0	0	0	0	0	0	1	4.00	0	0	4	16.00	1	4.00	
460	373	0	0	0	0	1	4.00	0	0	0	0	0	0	2	8.00	0	0	
461	373	0	0	1	4.00	0	0	0	0	0	0	1	4.00	0	0	0	0	
462	373	0	0	0	0	0	0	0	0	0	0	1	4.00	0	0	1	4.00	
463	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
464	373	2	8.00	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
465	373	1	4.00	0	0	8	32.00	0	0	11	44.00	0	0	0	0	9	36.00	
466	373	2	8.00	0	0	0	0	1	4.00	0	0	0	0	1	4.00	0	0	
467	373	0	0	2	8.00	1	4.00	0	0	0	0	2	8.00	0	0	2	8.00	
468	373	1	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
469	373	0	0	3	12.00	0	0	0	0	0	0	3	12.00	0	0	0	0	
470	373	3	12.00	0	0	0	0	1	4.00	2	8.00	0	0	0	0	0	0	
471	373	2	8.00	0	0	0	0	5	20.00	0	0	0	0	0	0	0	0	
472	373	0	0	0	0	0	0	1	4.00	0	0	0	0	3	12.00	0	0	
473	373	1	4.00	0	0	0	0	4	16.00	0	0	0	0	0	0	0	0	
474	373	1	4.00	0	0	0	0	1	4.00	0	0	0	0	0	0	0	0	
475	373	0	0	4	16.00	0	0	0	0	0	0	4	16.00	2	8.00	0	0	
476	373	1	4.00	0	0	1	4.00	1	4.00	0	0	0	0	1	4.00	1	4.00	
477	373	0	0	6	24.00	0	0	0	0	0	0	8	32.00	2	8.00	0	0	
478	373	3	12.00	0	0	0	0	0	0	0	0	0	0	1	4.00	0	0	
479	373	1	4.00	1	4.00	0	0	0	0	0	0	0	0	0	0	0	0	
480	381	3	13.64	0	0	0	0	2	9.09	1	4.55	0	0	0	0	0	0	
482	381	0	0	0	0	1	4.55	0	0	0	0	0	0	0	0	1	4.55	
483	381	3	13.64	0	0	0	0	2	9.09	0	0	0	0	0	0	0	0	
484	381	1	4.55	0	0	0	0	1	4.55	3	13.64	0	0	0	0	1	4.55	
485	381	2	9.09	0	0	1	4.55	2	9.09	0	0	0	0	1	4.55	1	4.55	
486	381	1	4.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
488	381	1	4.55	0	0	0	0	0	0	0	0	0	0	0	0	2	9.09	
489	381	0	0	5	22.73	0	0	0	0	0	0	0	0	3	13.64	0	0	
490	381	0	0	0	0	0	0	0	0	0	0	1	4.55	1	4.55	0	0	
491	381	1	4.55	0	0	1	4.55	4	18.18	0	0	0	0	0	0	0	0	
492	381	5	22.73	0	0	0	0	1	4.55	0	0	0	0	0	0	3	13.64	
493	381	2	9.09	0	0	1	4.55	2	9.09	0	0	0	0	0	0	0	0	
494	381	1	4.55	0	0	4	18.18	0	0	1	4.55	0	0	0	0	3	13.64	
495	381	0	0	2	9.09	0	0	1	4.55	0	0	1	4.55	7	31.82	0	0	
496	381	1	4.55	0	0	0	0	0	0	0	0	2	9.09	0	0	0	0	
499	381	3	13.64	1	4.55	0	0	0	0	0	0	0	0	0	0	0	0	
500	381	2	9.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
501	381	1	4.55	1	4.55	0	0	0	0	0	0	1	4.55	3	13.64	0	0	
502	381	0	0	2	9.09	0	0	0	0	3	13.64	3	13.64	3	13.64	0	0	
503	381	0	0	0	0	0	0	0	0	0	0	0	0	1	4.55	0	0	
504	381	1	4.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
505	381	0	0	1	4.55	0	0	0	0	0	0	2	9.09	2	9.09	0	0	
506	381	4	18.18	0	0	3	13.64	0	0	1	4.55	0	0	0	0	3	13.64	
507	382	5	19.23	0	0	0	0	6	23.08	0	0	0	0	0	0	0	0	
508	382	2	7.69	0	0	3	11.54	0	0	0	0	0	0	0	0	1	3.85	
509	382	2	7.69	2	7.69	0	0	0	0	0	0	0	0	0	0	0	0	
510	382	3	11.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
511	382	7	26.92	0	0	4	15.38	0	0	0	0	0	0	0	0	2	7.69	
512	382	2	7.69	0	0	0	0	6	23.08	0	0	0	0	0	0	0	0	
513	382	0	0	1	3.85	0	0	0	0	0	0	5	19.23	1	3.85	0	0	
514	382	0	0	4	15.38	0	0	0	0	0	0	9	34.62	1	3.85	3	11.54	
515	382	1	3.85	0	0	0	0	1	3.85	0	0	0	0	0	0	0	0	
516	382	1	3.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
517	382	0	0	3	11.54	0	0	1	3.85	0	0	1	3.85	0	0	0	0	
518	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
519	382	0	0	0	0	7	26.92	0	0	7	26.92	0	0	0	0	5	19.23	
520	382	2	7.69	0	0	0	0	1	3.85	0	0	0	0	0	0	0	0	
521	382	1	3.85	0	0	2	7.69	0	0	4	15.38	0	0	4	15.38	2	7.69	
522	382	0	0	2	7.69	0	0	0	0	0	0	2	7.69	0	0	1	3.85	
523	382	0	0	0	0	0	0	1	3.85	0	0	0	0	0	0	0	0	
524	382	1	3.85	0	0	0	0	5	19.23	0	0	0	0	0	0	0	0	
525	382	1	3.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
526	382	0	0	1	3.85	0	0	0	0	0	0	0	0	8	30.77	0	0	
527	382	0	0	2	7.69	0	0	0	0	0	0	0	0	2	7.69	0	0	
528	382	1	3.85	0	0	0	0	1	3.85	0	0	1	3.85	0	0	1	3.85	
529	382	0	0	0	0	1	3.85	0	0	0	0	0	0	0	0	0	0	
530	382	2	7.69	0	0	0	0	1	3.85	0	0	0	0	0	0	0	0	
531	382	0	0	0	0	1	3.85	0	0	0	0	0	0	0	0	0	0	
532	382	0	0	0	0	0	0	0	0	0	0	3	11.54	3	11.54	4	15.38	
533	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
534	391	0	0	6	26.09	0	0	0	0	0	0	3	13.04	0	0	0	0	
536	391	2	8.70	0	0	0	0	0	0	0	0	0	0	0	0	1	4.35	
537	391	1	4.35	0	0	0	0	0	0	0	0	1	4.35	1	4.35	1	4.35	
538	391	1	4.35	0	0	1	4.35	1	4.35	0	0	0	0	0	0	0	0	
539	391	2	8.70	1	4.35	0	0	1	4.35	0	0	5	21.74	0	0	3	13.04	
540	391	5	21.74	0	0	2	8.70	3	13.04	4	17.39	1	4.35	0	0	3	13.04	
541	391	0	0	2	8.70	0	0	0	0	0	0	0	0	1	4.35	0	0	
542	391	0	0	1	4.35	0	0	1	4.35	0	0	0	0	4	17.39	2	8.70	
543	391	2	8.70	1	4.35	0	0	0	0	0	0	1	4.35	2	8.70	1	4.35	
544	391	0	0	7	30.43	0	0	0	0	2	8.70	5	21.74	4	17.39	0	0	
546	391	1	4.35	0	0	0	0	1	4.35	2	8.70	0	0	1	4.35	0	0	
547	391	1	4.35	0	0	0	0	5	21.74	0	0	1	4.35	1	4.35	0	0	
548	391	0	0	5	21.74	1	4.35	0	0	0	0	2	8.70	3	13.04	0	0	
549	391	1	4.35	0	0	0	0	1	4.35	0	0	0	0	0	0	0	0	
550	391	1	4.35	0	0	1	4.35	4	17.39	0	0	0	0	2	8.70	0	0	
551	391	0	0	1	4.35	0	0	0	0	1	4.35	2	8.70	2	8.70	1	4.35	
552	391	0	0	0	0	7	30.43	0	0	6	26.09	0	0	0	0	4	17.39	
553	391	0	0	2	8.70	2	8.70	0	0	1	4.35	0	0	0	0	1	4.35	
554	391	2	8.70	0	0	1	4.35	2	8.70	0	0	0	0	0	0	0	0	
555	391	4	17.39	0	0	1	4.35	4	17.39	0	0	1	4.35	0	0	0	0	
556	391	1	4.35	0	0	0	0	0	0	0	0	0	0	1	4.35	0	0	
557	391	0	0	0	0	2	8.70	0	0	0	0	2	8.70	0	0	4	17.39	
558	391	4	17.39	0	0	0	0	3	13.04	0	0	0	0	0	0	0	0	
559	391	1	4.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
561	392	0	0	0	0	0	0	0	0	4	16.67	3	12.50	1	4.17	2	8.33	
562	392	0	0	0	0	1	4.17	0	0	6	25.00	0	0	0	0	0	0	
563	392	4	16.67	0	0	0	0	6	25.00	0	0	0	0	0	0	0	0	
564	392	0	0	0	0	0	0	2	8.33	0	0	2	8.33	1	4.17	1	4.17	
565	392	4	16.67	0	0	1	4.17	2	8.33	1	4.17	1	4.17	0	0	0	0	
566	392	2	8.33	4	16.67	0	0	4	16.67	2	8.33	1	4.17	1	4.17	0	0	
567	392	1	4.17	0	0	9	37.50	0	0	5	20.83	0	0	0	0	5	20.83	
568	392	2	8.33	4	16.67	0	0	0	0	0	0	1	4.17	2	8.33	0	0	
569	392	1	4.17	0	0	2	8.33	0	0	0	0	1	4.17	0	0	4	16.67	
570	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.17	
571	392	2	8.33	7	29.17	1	4.17	1	4.17	0	0	5	20.83	2	8.33	0	0	
572	392	1	4.17	0	0	0	0	0	0	0	0	1	4.17	0	0	0	0	
573	392	6	25.00	0	0	0	0	2	8.33	0	0	0	0	0	0	0	0	
574	392	1	4.17	0	0	0	0	1	4.17	0	0	1	4.17	3	12.50	1	4.17	
575	392	0	0	0	0	7	29.17	0	0	3	12.50	0	0	0	0	2	8.33	
576	392	0	0	0	0	0	0	0	0	1	4.17	0	0	0	0	1	4.17	
577	392	0	0	0	0	1	4.17	1	4.17	0	0	0	0	0	0	0	0	
578	392	0	0	0	0	1	4.17	0	0	0	0	0	0	0	0	0	0	
579	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
580	392	3	12.50	0	0	0	0	0	0	0	0	0	0	0	0	3	12.50	
581	392	0	0	0	0	0	0	4	16.67	0	0	0	0	0	0	0	0	
582	392	1	4.17	7	29.17	0	0	0	0	0	0	5	20.83	3	12.50	1	4.17	
583	392	1	4.17	1	4.17	0	0	3	12.50	2	8.33	1	4.17	2	8.33	0	0	
584	392	0	0	0	0	1	4.17	0	0	0	0	0	0	1	4.17	0	0	
585	392	2	8.33	2	8.33	1	4.17	0	0	1	4.17	2	8.33	3	12.50	1	4.17	
588	393	1	5.00	0	0	0	0	0	0	0	0	0	0	1	5.00	1	5.00	
589	393	0	0	0	0	0	0	2	10.00	0	0	0	0	1	5.00	0	0	
590	393	0	0	1	5.00	0	0	0	0	0	0	4	20.00	4	20.00	0	0	
591	393	2	10.00	0	0	0	0	2	10.00	0	0	0	0	2	10.00	0	0	
592	393	1	5.00	0	0	0	0	0	0	0	0	0	0	0	0	1	5.00	
593	393	1	5.00	0	0	1	5.00	0	0	0	0	0	0	1	5.00	1	5.00	
594	393	2	10.00	1	5.00	0	0	3	15.00	0	0	1	5.00	3	15.00	0	0	
595	393	0	0	0	0	0	0	0	0	0	0	0	0	1	5.00	0	0	
596	393	4	20.00	0	0	4	20.00	0	0	4	20.00	0	0	0	0	2	10.00	
597	393	3	15.00	0	0	3	15.00	0	0	1	5.00	0	0	0	0	2	10.00	
598	393	1	5.00	3	15.00	0	0	0	0	0	0	0	0	0	0	0	0	
599	393	0	0	0	0	2	10.00	0	0	0	0	0	0	0	0	1	5.00	
600	393	1	5.00	0	0	0	0	0	0	1	5.00	0	0	0	0	0	0	
601	393	3	15.00	0	0	0	0	2	10.00	0	0	0	0	1	5.00	2	10.00	
602	393	1	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
603	393	0	0	0	0	1	5.00	0	0	2	10.00	0	0	0	0	2	10.00	
604	393	0	0	0	0	0	0	1	5.00	0	0	0	0	0	0	0	0	
605	393	0	0	8	40.00	0	0	1	5.00	0	0	3	15.00	6	30.00	0	0	
606	393	2	10.00	0	0	1	5.00	7	35.00	0	0	0	0	0	0	0	0	
607	393	0	0	9	45.00	0	0	0	0	0	0	6	30.00	0	0	0	0	
608	393	2	10.00	0	0	0	0	0	0	0	0	0	0	0	0	2	10.00	
609	471	2	10.53	0	0	0	0	0	0	1	5.26	0	0	0	0	2	10.53	
610	471	0	0	0	0	0	0	1	5.26	0	0	0	0	0	0	0	0	
611	471	2	10.53	0	0	1	5.26	1	5.26	1	5.26	2	10.53	0	0	2	10.53	
612	471	0	0	0	0	4	21.05	0	0	3	15.79	0	0	0	0	1	5.26	
613	471	0	0	0	0	0	0	0	0	0	0	0	0	1	5.26	0	0	
614	471	4	21.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
615	471	2	10.53	0	0	0	0	2	10.53	1	5.26	0	0	0	0	0	0	
616	471	1	5.26	0	0	1	5.26	1	5.26	1	5.26	0	0	0	0	0	0	
617	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
618	471	1	5.26	0	0	1	5.26	0	0	2	10.53	0	0	0	0	1	5.26	
619	471	3	15.79	0	0	0	0	1	5.26	0	0	0	0	0	0	0	0	
620	471	0	0	0	0	0	0	2	10.53	0	0	0	0	0	0	0	0	
621	471	0	0	0	0	0	0	1	5.26	0	0	0	0	0	0	0	0	
622	471	0	0	3	15.79	0	0	1	5.26	0	0	1	5.26	5	26.32	0	0	
623	471	0	0	4	21.05	0	0	0	0	1	5.26	4	21.05	1	5.26	1	5.26	
624	471	0	0	1	5.26	2	10.53	0	0	1	5.26	0	0	0	0	1	5.26	
625	471	0	0	0	0	0	0	2	10.53	0	0	1	5.26	3	15.79	0	0	
896	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
910	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
913	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
626	472	0	0	6	37.50	0	0	0	0	0	0	3	18.75	4	25.00	0	0	
627	472	1	6.25	0	0	2	12.50	1	6.25	1	6.25	1	6.25	0	0	1	6.25	
628	472	0	0	1	6.25	0	0	1	6.25	0	0	0	0	1	6.25	0	0	
629	472	1	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
630	472	1	6.25	0	0	1	6.25	0	0	0	0	0	0	0	0	0	0	
631	472	0	0	0	0	1	6.25	1	6.25	0	0	0	0	0	0	0	0	
632	472	2	12.50	1	6.25	0	0	1	6.25	0	0	1	6.25	0	0	0	0	
633	472	5	31.25	0	0	1	6.25	4	25.00	2	12.50	0	0	0	0	0	0	
634	472	1	6.25	2	12.50	0	0	0	0	0	0	0	0	2	12.50	0	0	
635	472	1	6.25	1	6.25	0	0	1	6.25	0	0	0	0	0	0	1	6.25	
636	472	1	6.25	0	0	1	6.25	0	0	0	0	1	6.25	0	0	2	12.50	
637	472	1	6.25	0	0	0	0	0	0	0	0	0	0	0	0	1	6.25	
638	472	4	25.00	0	0	0	0	4	25.00	1	6.25	0	0	0	0	0	0	
639	472	1	6.25	0	0	0	0	1	6.25	0	0	0	0	0	0	0	0	
640	472	2	12.50	1	6.25	0	0	0	0	0	0	1	6.25	6	37.50	1	6.25	
641	472	1	6.25	0	0	4	25.00	2	12.50	3	18.75	1	6.25	0	0	1	6.25	
893	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
642	473	1	5.88	6	35.29	0	0	1	5.88	0	0	4	23.53	6	35.29	0	0	
643	473	2	11.76	0	0	0	0	8	47.06	0	0	1	5.88	0	0	0	0	
644	473	1	5.88	0	0	0	0	0	0	0	0	0	0	0	0	1	5.88	
645	473	4	23.53	0	0	2	11.76	3	17.65	0	0	0	0	0	0	1	5.88	
646	473	1	5.88	0	0	0	0	2	11.76	0	0	2	11.76	0	0	0	0	
647	473	3	17.65	0	0	1	5.88	4	23.53	0	0	0	0	0	0	0	0	
649	473	6	35.29	0	0	0	0	0	0	3	17.65	0	0	0	0	3	17.65	
650	473	0	0	0	0	0	0	0	0	3	17.65	0	0	1	5.88	0	0	
651	473	0	0	0	0	0	0	0	0	0	0	0	0	1	5.88	0	0	
652	473	0	0	4	23.53	0	0	0	0	0	0	3	17.65	1	5.88	0	0	
653	473	3	17.65	0	0	1	5.88	0	0	0	0	0	0	0	0	2	11.76	
655	473	1	5.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
656	473	0	0	6	35.29	0	0	0	0	1	5.88	1	5.88	3	17.65	2	11.76	
657	473	0	0	3	17.65	0	0	0	0	0	0	0	0	0	0	3	17.65	
658	473	0	0	0	0	1	5.88	0	0	0	0	0	0	1	5.88	0	0	
659	473	3	17.65	0	0	5	29.41	3	17.65	1	5.88	0	0	0	0	3	17.65	
660	473	0	0	1	5.88	0	0	0	0	1	5.88	6	35.29	2	11.76	0	0	
661	473	1	5.88	0	0	1	5.88	0	0	0	0	0	0	0	0	1	5.88	
662	474	1	5.26	0	0	3	15.79	1	5.26	1	5.26	2	10.53	0	0	1	5.26	
663	474	3	15.79	1	5.26	3	15.79	0	0	0	0	0	0	0	0	2	10.53	
664	474	2	10.53	0	0	0	0	1	5.26	0	0	4	21.05	1	5.26	2	10.53	
665	474	1	5.26	0	0	0	0	2	10.53	0	0	0	0	3	15.79	0	0	
666	474	1	5.26	1	5.26	0	0	1	5.26	0	0	0	0	0	0	1	5.26	
667	474	3	15.79	2	10.53	0	0	0	0	0	0	0	0	1	5.26	0	0	
668	474	0	0	2	10.53	0	0	0	0	0	0	0	0	3	15.79	0	0	
669	474	2	10.53	0	0	0	0	0	0	1	5.26	0	0	1	5.26	0	0	
670	474	2	10.53	4	21.05	0	0	1	5.26	0	0	1	5.26	2	10.53	0	0	
671	474	0	0	0	0	0	0	4	21.05	0	0	0	0	0	0	1	5.26	
672	474	4	21.05	3	15.79	0	0	0	0	0	0	2	10.53	3	15.79	0	0	
